,months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,Contract Years,total_premiums_paid,net_value_of_customer,days_since_policy_binding,policy_bind_date_month,policy_bind_date_day,incident_date_month,incident_date_day,auto_make_encoded,auto_model_encoded,incident_city_encoded,incident_severity_encoded
295,123,31,756459,IN,250/500,500,1326.0,0,438546,FEMALE,Associate,prof-specialty,basketball,wife,0,-54600,Single Vehicle Collision,Side Collision,Total Loss,Fire,SC,Northbrook,2914 Oak Drive,13,1,Unknown,1,2,NO,72120,12020,12020,48080,Mercedes,ML350,2009,N,10.25,13591.5,-58528.5,3483,8,5,2,17,8,24,4,2
296,231,43,655787,IL,250/500,2000,972.47,0,441981,MALE,College,protective-serv,reading,wife,0,-58100,Multi-vehicle Collision,Front Collision,Minor Damage,Police,PA,Hillsdale,6522 Apache Drive,15,3,YES,2,2,YES,77100,7710,15420,53970,Audi,A3,2010,N,19.25,18720.0475,-58379.9525,3151,6,17,2,1,1,4,2,1
297,247,39,419954,IL,100/300,500,806.31,0,602177,FEMALE,College,handlers-cleaners,dancing,wife,0,0,Parked Car,Unknown,Trivial Damage,Police,SC,Northbend,5279 Pine Ridge,3,1,Unknown,2,3,Unknown,3300,600,0,2700,Dodge,RAM,2003,N,20.583333333333332,16596.5475,13296.5475,7750,12,7,2,25,4,30,3,3
298,194,35,275092,IL,500/1000,500,1416.24,0,441659,FEMALE,MD,adm-clerical,golf,not-in-family,0,0,Parked Car,Unknown,Minor Damage,None,WV,Northbend,8078 Britain Hwy,7,1,YES,1,0,Unknown,5940,1080,540,4320,Nissan,Pathfinder,2003,N,16.166666666666668,22895.88,16955.88,1079,3,14,2,26,9,29,3,1
299,119,27,515698,IN,250/500,2000,1097.64,0,614812,MALE,High School,transport-moving,video-games,other-relative,27100,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,PA,Northbend,1133 Apache St,16,2,NO,1,0,Unknown,63720,7080,21240,35400,Accura,TL,2006,N,9.916666666666666,10884.930000000002,-52835.07,6394,8,5,2,6,0,33,3,0
300,259,43,132871,IL,100/300,500,947.75,0,458470,FEMALE,Masters,farming-fishing,base-jumping,not-in-family,0,-39300,Vehicle Theft,Unknown,Trivial Damage,Police,SC,Riverwood,2873 Flute Ave,15,1,NO,1,3,NO,7680,1280,640,5760,Audi,A5,2008,N,21.583333333333332,20455.604166666668,12775.604166666668,2039,7,5,2,3,1,5,5,3
301,107,31,714929,IL,100/300,2000,1018.73,5000000,469646,MALE,Associate,handlers-cleaners,yachting,own-child,20000,-82700,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Riverwood,8509 Apache St,21,3,YES,1,2,Unknown,93730,14420,21630,57680,Honda,CRV,2001,N,8.916666666666666,9083.675833333333,-84646.32416666667,7368,11,25,1,27,6,8,5,2
302,48,44,297816,IL,100/300,2000,1400.74,0,611118,MALE,College,sales,base-jumping,other-relative,34000,-55600,Multi-vehicle Collision,Rear Collision,Major Damage,Police,NC,Arlington,8245 4th Hwy,23,3,YES,0,2,Unknown,87300,17460,17460,52380,Jeep,Wrangler,2013,N,4.0,5602.96,-81697.04,6561,2,3,1,21,7,36,0,0
303,267,40,426708,IL,250/500,500,1155.53,5000000,465158,MALE,JD,transport-moving,camping,wife,0,-35200,Parked Car,Unknown,Trivial Damage,Police,NY,Columbus,3094 Best Lane,5,1,Unknown,0,2,NO,5670,1260,630,3780,Ford,F150,1997,N,22.25,25710.5425,20040.5425,1933,10,9,1,24,5,14,1,3
304,286,47,615047,IN,250/500,500,1386.93,0,457130,MALE,High School,priv-house-serv,bungie-jumping,husband,54100,-77600,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,NY,Springfield,8188 Tree Ave,15,3,YES,0,0,NO,65800,13160,6580,46060,Accura,TL,2001,N,23.833333333333332,33055.165,-32744.835,4441,11,20,1,17,0,33,6,1
305,175,34,771236,OH,100/300,500,915.29,0,607893,FEMALE,JD,handlers-cleaners,base-jumping,wife,82400,-57100,Single Vehicle Collision,Front Collision,Major Damage,Other,NY,Arlington,5224 5th Lane,14,1,Unknown,2,1,YES,36720,4080,4080,28560,Honda,Accord,2009,Y,14.583333333333334,13347.979166666666,-23372.020833333336,7210,5,29,2,23,6,6,0,0
306,111,29,235869,IL,250/500,500,1239.55,2000000,464736,FEMALE,PhD,farming-fishing,kayaking,own-child,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,SC,Riverwood,2230 1st St,1,1,Unknown,1,1,YES,52800,4800,9600,38400,Mercedes,ML350,1996,Y,9.25,11465.8375,-41334.1625,1448,1,22,1,9,8,24,5,0
307,151,37,931625,IN,250/500,500,1366.42,0,476198,FEMALE,Associate,protective-serv,cross-fit,unmarried,44000,0,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Arlington,6719 Flute St,14,3,NO,1,2,YES,59100,5910,5910,47280,Nissan,Maxima,1998,Y,12.583333333333334,17194.118333333336,-41905.88166666667,850,10,18,2,15,9,26,0,2
308,156,37,371635,OH,500/1000,1000,1086.48,6000000,444903,MALE,Associate,machine-op-inspct,hiking,unmarried,0,-53800,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Northbrook,8064 4th Ave,17,3,Unknown,1,1,YES,77440,14080,7040,56320,Suburu,Legacy,1999,N,13.0,14124.240000000002,-63315.759999999995,8496,10,13,1,16,11,21,4,2
309,165,36,427199,IL,250/500,2000,1247.87,0,464336,MALE,Masters,armed-forces,golf,husband,0,-39700,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Northbend,2469 Francis Lane,20,3,NO,2,2,NO,45700,4570,4570,36560,BMW,3 Series,2008,N,13.75,17158.212499999998,-28541.787500000002,1566,10,1,1,14,2,0,3,2
310,253,41,261315,OH,100/300,2000,1312.75,0,471453,FEMALE,PhD,sales,dancing,other-relative,81300,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Springfield,4671 5th Ridge,10,3,NO,2,2,YES,80740,7340,14680,58720,Toyota,Camry,2014,Y,21.083333333333332,27677.145833333332,-53062.85416666667,631,4,10,1,1,12,9,6,0
311,10,26,582973,IN,100/300,2000,765.64,0,466191,MALE,MD,sales,base-jumping,not-in-family,0,-22200,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,SC,Northbrook,6985 Maple Lane,3,3,Unknown,0,3,Unknown,31350,2850,5700,22800,Honda,Accord,2001,Y,0.8333333333333334,638.0333333333333,-30711.966666666667,2441,6,11,2,16,6,6,4,0
312,158,33,278091,OH,100/300,2000,1327.41,0,440930,FEMALE,Associate,handlers-cleaners,skydiving,other-relative,0,-38600,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Hillsdale,7791 Britain Ridge,0,1,Unknown,0,0,Unknown,35000,3500,7000,24500,Suburu,Legacy,2012,N,13.166666666666666,17477.565000000002,-17522.434999999998,396,12,4,1,4,11,21,2,2
313,436,59,153154,OH,500/1000,1000,1338.55,0,430380,MALE,PhD,protective-serv,board-games,own-child,39000,0,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Hillsdale,6355 4th Hwy,10,3,Unknown,2,2,NO,68000,13600,6800,47600,Toyota,Corolla,2014,N,36.333333333333336,48633.98333333334,-19366.016666666663,1605,8,21,1,12,12,11,2,2
314,91,30,515217,IL,250/500,2000,1316.63,8000000,613178,FEMALE,Masters,machine-op-inspct,golf,unmarried,43900,0,Multi-vehicle Collision,Side Collision,Minor Damage,Other,SC,Northbend,3495 Britain Drive,13,3,YES,2,0,Unknown,84500,13000,13000,58500,BMW,X6,2009,N,7.583333333333333,9984.444166666668,-74515.55583333333,1665,6,18,1,8,2,38,3,1
315,256,42,860497,IL,500/1000,1000,1286.44,0,460564,FEMALE,MD,transport-moving,bungie-jumping,wife,0,-39500,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Northbend,2980 Sky Ridge,14,1,NO,2,1,Unknown,75500,7550,15100,52850,Nissan,Ultima,1998,N,21.333333333333332,27444.053333333333,-48055.94666666667,8322,4,10,1,22,9,35,3,1
316,274,46,351741,OH,500/1000,1000,1372.18,0,439929,MALE,High School,exec-managerial,bungie-jumping,not-in-family,0,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,WV,Riverwood,5914 Oak Ave,22,3,NO,1,3,Unknown,90600,15100,15100,60400,BMW,X5,2009,N,22.833333333333332,31331.443333333336,-59268.556666666664,6553,2,3,1,13,2,37,5,2
317,275,45,403737,IN,500/1000,2000,1447.77,0,605756,FEMALE,Associate,adm-clerical,camping,wife,39400,-63900,Multi-vehicle Collision,Side Collision,Total Loss,Ambulance,VA,Northbend,3835 5th Ave,8,3,YES,1,1,Unknown,64320,5360,10720,48240,Accura,MDX,1998,N,22.916666666666668,33178.0625,-31141.9375,8444,12,6,1,18,0,23,3,2
318,1,33,162004,IL,250/500,500,903.32,0,451184,FEMALE,High School,transport-moving,yachting,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Northbend,5925 Tree Hwy,1,3,Unknown,1,0,Unknown,31700,6340,3170,22190,Toyota,Highlander,2006,N,0.08333333333333333,75.27666666666667,-31624.72333333333,7062,9,19,1,19,12,18,3,1
319,85,30,740384,IN,500/1000,1000,1454.42,0,459588,MALE,Associate,protective-serv,reading,other-relative,51600,-73900,Single Vehicle Collision,Side Collision,Major Damage,Other,NY,Springfield,6250 1st Ridge,19,1,YES,0,1,YES,74280,12380,12380,49520,Suburu,Forrestor,2006,Y,7.083333333333333,10302.141666666666,-63977.85833333334,7764,10,29,1,31,11,15,6,0
320,233,37,876714,IL,100/300,2000,1603.42,0,616637,FEMALE,High School,sales,video-games,wife,61600,-30200,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,1346 5th Lane,17,1,YES,0,2,YES,80520,13420,6710,60390,Toyota,Corolla,2005,N,19.416666666666668,31133.071666666667,-49386.92833333333,8496,11,3,2,6,12,11,1,2
321,142,30,951543,IN,250/500,2000,1616.58,0,447979,MALE,JD,adm-clerical,polo,husband,58500,-46800,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Hillsdale,1128 Maple Lane,13,3,YES,0,3,YES,63600,6360,12720,44520,Dodge,RAM,2010,N,11.833333333333334,19129.53,-44470.47,4593,7,9,2,4,4,30,2,0
322,266,44,576723,IL,250/500,500,1611.83,0,460176,MALE,High School,handlers-cleaners,movies,husband,0,0,Single Vehicle Collision,Front Collision,Total Loss,Police,WV,Riverwood,6309 Cherokee Ave,4,1,Unknown,1,2,YES,32800,3280,3280,26240,BMW,3 Series,2012,N,22.166666666666668,35728.89833333333,2928.898333333331,5505,12,7,1,2,2,0,5,2
323,350,50,391003,OH,500/1000,500,889.13,0,459429,FEMALE,Masters,priv-house-serv,board-games,other-relative,0,0,Multi-vehicle Collision,Rear Collision,Total Loss,Police,PA,Northbend,4618 Flute Ave,14,3,NO,0,2,NO,44190,9820,4910,29460,Audi,A3,2015,N,29.166666666666668,25932.958333333332,-18257.041666666668,3527,7,1,2,26,1,4,3,2
324,97,26,225865,IL,250/500,1000,1252.08,0,465456,MALE,College,exec-managerial,sleeping,not-in-family,0,0,Multi-vehicle Collision,Rear Collision,Major Damage,Other,VA,Springfield,6191 Oak Lane,4,2,YES,2,2,NO,50400,10080,5040,35280,Honda,CRV,2000,Y,8.083333333333334,10120.98,-40279.020000000004,8497,11,4,2,8,6,8,6,0
325,399,55,984948,IL,500/1000,2000,995.56,0,464665,MALE,JD,tech-support,sleeping,not-in-family,0,-65400,Multi-vehicle Collision,Side Collision,Total Loss,Police,NY,Northbend,1316 Britain Ridge,23,3,YES,1,1,YES,88400,17680,8840,61880,Nissan,Pathfinder,2010,N,33.25,33102.369999999995,-55297.630000000005,7969,4,14,2,7,9,29,3,2
326,305,49,890328,IL,100/300,2000,1347.92,0,430853,FEMALE,High School,farming-fishing,bungie-jumping,own-child,0,-42100,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Hillsdale,5924 Maple Drive,21,3,YES,0,2,Unknown,66550,12100,6050,48400,Volkswagen,Jetta,2003,N,25.416666666666668,34259.63333333333,-32290.36666666667,2004,8,23,2,17,13,20,2,2
327,276,47,803294,IN,100/300,1000,1724.09,0,615712,MALE,PhD,craft-repair,yachting,own-child,0,0,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,8917 Tree Ridge,23,3,YES,0,0,Unknown,65780,5980,11960,47840,Chevrolet,Tahoe,2014,N,23.0,39654.06999999999,-26125.930000000008,7878,6,18,1,12,3,34,0,1
328,257,40,414913,IN,250/500,500,1379.93,0,608228,MALE,MD,armed-forces,base-jumping,husband,0,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,NY,Columbus,3966 Francis Ridge,6,3,Unknown,0,2,YES,51810,9420,4710,37680,Audi,A3,2002,Y,21.416666666666668,29553.500833333335,-22256.499166666665,929,7,17,2,1,1,4,1,0
329,78,31,414519,IN,250/500,1000,1554.64,4000000,457535,MALE,PhD,protective-serv,board-games,own-child,0,-27900,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,Springfield,1507 Solo Ave,21,1,NO,1,0,NO,55660,5060,10120,40480,Honda,CRV,2009,Y,6.5,10105.16,-45554.84,5853,1,25,2,3,6,8,6,0
330,129,28,818413,OH,500/1000,1000,1377.94,0,442540,MALE,Masters,machine-op-inspct,base-jumping,not-in-family,0,0,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,4272 Oak Ridge,23,1,Unknown,2,3,Unknown,44640,9920,4960,29760,Toyota,Camry,2005,N,10.75,14812.855,-29827.145,9129,2,23,2,21,12,9,6,0
331,283,46,487356,IL,500/1000,2000,1313.33,0,455332,FEMALE,PhD,transport-moving,reading,husband,53500,-73600,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Riverwood,4434 Lincoln Ave,3,3,Unknown,1,3,NO,77660,7060,14120,56480,Nissan,Maxima,2004,Y,23.583333333333332,30972.699166666665,-46687.300833333335,5245,8,30,1,9,9,26,5,0
332,85,25,159768,IN,250/500,500,1259.02,0,439534,FEMALE,JD,tech-support,base-jumping,unmarried,67000,-53600,Parked Car,Unknown,Trivial Damage,None,SC,Northbend,7529 Solo Ridge,8,1,NO,2,2,Unknown,5640,940,940,3760,Nissan,Ultima,2005,N,7.083333333333333,8918.058333333334,3278.0583333333343,2357,9,3,2,16,9,35,3,3
333,101,26,865839,IL,500/1000,1000,1371.88,0,462420,FEMALE,MD,prof-specialty,reading,husband,0,0,Parked Car,Unknown,Trivial Damage,None,VA,Arlington,8096 Apache Hwy,4,1,Unknown,2,2,Unknown,3190,580,580,2030,Suburu,Legacy,1995,N,8.416666666666666,11546.656666666668,8356.656666666668,8587,8,2,2,4,11,21,0,3
334,96,30,406567,OH,100/300,500,1399.27,6000000,448913,MALE,College,prof-specialty,hiking,wife,38900,-48700,Single Vehicle Collision,Side Collision,Total Loss,Fire,NC,Arlington,9417 Tree Hwy,22,1,Unknown,0,0,YES,53440,0,6680,46760,Ford,Escape,2004,N,8.0,11194.16,-42245.84,4900,9,25,2,24,5,13,0,2
335,121,31,623032,IL,500/1000,1000,1061.98,6000000,440837,FEMALE,JD,armed-forces,camping,unmarried,0,0,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Hillsdale,3809 Texas Lane,16,1,NO,0,1,YES,65250,7250,7250,50750,BMW,3 Series,2002,N,10.083333333333334,10708.298333333334,-54541.70166666667,2884,3,11,2,1,2,0,2,1
336,176,39,935442,OH,250/500,500,1365.46,4000000,466634,MALE,College,armed-forces,sleeping,unmarried,0,-56600,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,SC,Columbus,1540 Apache Lane,14,3,NO,2,1,NO,44280,4920,4920,34440,Chevrolet,Silverado,2008,N,14.666666666666666,20026.74666666667,-24253.25333333333,1538,11,20,2,5,3,32,1,1
337,159,37,106873,IL,500/1000,1000,894.4,0,446435,MALE,Associate,tech-support,camping,wife,0,-53700,Single Vehicle Collision,Rear Collision,Total Loss,Police,NY,Springfield,2337 Lincoln Hwy,13,1,YES,2,0,NO,70290,7810,7810,54670,Dodge,RAM,1999,N,13.25,11850.8,-58439.2,5976,8,28,1,7,4,30,6,2
338,120,30,563878,IN,250/500,500,956.69,0,438237,FEMALE,Associate,priv-house-serv,movies,husband,39600,-64300,Single Vehicle Collision,Front Collision,Minor Damage,Other,NY,Hillsdale,6770 1st St,20,1,Unknown,1,1,YES,87100,8710,8710,69680,Saab,92x,2000,N,10.0,9566.900000000001,-77533.1,4588,7,16,2,6,10,1,2,1
339,212,35,620855,IN,500/1000,2000,1123.89,0,468313,MALE,MD,priv-house-serv,video-games,unmarried,35400,-49200,Multi-vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,4119 Texas St,0,3,Unknown,1,3,Unknown,50380,4580,4580,41220,Suburu,Forrestor,1996,N,17.666666666666668,19855.390000000003,-30524.609999999997,9033,4,29,1,21,11,15,1,2
340,290,45,583169,IL,100/300,500,1085.03,0,476303,FEMALE,JD,sales,cross-fit,wife,0,-61000,Multi-vehicle Collision,Side Collision,Total Loss,Police,VA,Arlington,4347 2nd Ridge,23,3,YES,2,2,NO,64800,12960,6480,45360,Audi,A3,2014,Y,24.166666666666668,26221.558333333334,-38578.441666666666,6237,2,1,3,1,1,4,0,2
341,299,42,337677,OH,100/300,2000,1437.33,0,450339,FEMALE,Associate,craft-repair,movies,wife,25000,0,Single Vehicle Collision,Rear Collision,Minor Damage,Other,SC,Columbus,1091 1st Drive,13,1,YES,1,3,NO,70400,12800,12800,44800,BMW,3 Series,2000,N,24.916666666666668,35813.472499999996,-34586.527500000004,2410,7,20,2,24,2,0,1,1
342,66,26,445973,IL,250/500,1000,988.29,0,476502,MALE,College,armed-forces,skydiving,own-child,0,0,Single Vehicle Collision,Rear Collision,Major Damage,Police,NY,Northbend,8203 Lincoln Ave,8,1,Unknown,2,2,YES,57860,0,10520,47340,Suburu,Impreza,2008,Y,5.5,5435.595,-52424.405,5925,11,13,2,2,11,19,3,0
343,334,47,156694,IL,500/1000,500,1238.89,0,600561,MALE,Masters,protective-serv,sleeping,other-relative,0,0,Vehicle Theft,Unknown,Minor Damage,None,WV,Northbend,9154 MLK Hwy,3,1,Unknown,0,3,NO,6240,960,960,4320,Ford,Fusion,2011,N,27.833333333333332,34482.43833333334,28242.43833333334,5000,5,24,1,31,5,16,3,1
344,216,38,421940,IN,100/300,1000,1384.64,5000000,600754,FEMALE,Associate,tech-support,board-games,unmarried,0,0,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Columbus,5780 4th Ave,16,1,Unknown,2,3,NO,66600,16650,11100,38850,Jeep,Grand Cherokee,2012,Y,18.0,24923.52,-41676.479999999996,220,6,3,1,9,7,17,1,2
345,86,28,613226,IN,100/300,2000,1595.07,0,439304,MALE,PhD,transport-moving,hiking,unmarried,75800,0,Single Vehicle Collision,Side Collision,Minor Damage,Police,VA,Hillsdale,6945 Texas Hwy,19,1,YES,0,2,YES,70920,11820,11820,47280,Jeep,Wrangler,2002,N,7.166666666666667,11431.335,-59488.665,8586,8,22,2,23,7,36,2,1
346,429,56,804410,OH,250/500,1000,1127.89,6000000,460722,MALE,Associate,machine-op-inspct,skydiving,own-child,67400,-43800,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Springfield,5639 1st Ridge,0,1,YES,2,0,YES,39480,6580,6580,26320,Suburu,Forrestor,2002,N,35.75,40322.067500000005,842.0675000000047,5891,12,12,1,28,11,15,6,1
347,257,43,553565,IN,500/1000,2000,929.7,6000000,618632,FEMALE,PhD,handlers-cleaners,base-jumping,husband,46400,-74300,Single Vehicle Collision,Front Collision,Total Loss,Other,VA,Arlington,3834 Pine St,12,1,Unknown,2,2,YES,63240,10540,5270,47430,Mercedes,E400,2005,N,21.416666666666668,19911.075,-43328.925,5809,2,18,1,14,8,12,0,2
348,15,34,399524,IL,100/300,1000,1829.63,0,452204,MALE,JD,tech-support,cross-fit,not-in-family,56700,0,Multi-vehicle Collision,Side Collision,Total Loss,Other,SC,Arlington,1358 Maple St,21,3,YES,1,0,Unknown,67650,12300,6150,49200,Audi,A5,2009,N,1.25,2287.0375,-65362.9625,6305,10,30,2,3,1,5,0,2
349,230,39,331595,IL,100/300,1000,904.7,7000000,454530,FEMALE,MD,craft-repair,bungie-jumping,unmarried,68600,-22300,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,7460 Apache Lane,0,1,Unknown,1,3,NO,74200,14840,14840,44520,Accura,TL,2002,Y,19.166666666666668,17340.083333333332,-56859.91666666667,5559,11,29,2,17,0,33,5,0
350,250,43,380067,OH,500/1000,1000,1243.84,0,474848,FEMALE,JD,tech-support,polo,own-child,47900,-73400,Single Vehicle Collision,Side Collision,Minor Damage,Other,VA,Columbus,5771 Sky Ave,22,1,YES,1,3,NO,64900,12980,12980,38940,Volkswagen,Jetta,2011,N,20.833333333333332,25913.333333333332,-38986.66666666667,572,7,7,1,30,13,20,1,1
351,270,44,701521,IL,500/1000,2000,1030.95,0,435985,FEMALE,Associate,machine-op-inspct,paintball,other-relative,47200,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,NC,Northbend,2865 Maple Lane,20,3,Unknown,1,0,NO,35900,7180,3590,25130,Audi,A3,2007,Y,22.5,23196.375000000004,-12703.624999999996,4231,7,5,2,3,1,4,3,0
352,65,26,360770,IN,100/300,500,1285.03,3000000,457942,FEMALE,High School,craft-repair,camping,unmarried,0,-41500,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,VA,Riverwood,8940 Elm Ave,0,1,NO,1,3,Unknown,52200,5220,10440,36540,Honda,CRV,2011,N,5.416666666666667,6960.579166666666,-45239.42083333334,3422,9,21,2,3,6,8,5,1
353,475,57,958785,OH,100/300,500,1216.56,0,436522,MALE,Masters,adm-clerical,skydiving,own-child,67400,-83200,Single Vehicle Collision,Front Collision,Minor Damage,Police,SC,Hillsdale,1215 Pine Hwy,20,1,Unknown,0,2,NO,78000,6500,13000,58500,Suburu,Forrestor,2000,N,39.583333333333336,48155.5,-29844.5,7287,2,18,1,31,11,15,2,1
354,77,27,797934,IN,500/1000,2000,966.26,0,471704,FEMALE,High School,adm-clerical,base-jumping,own-child,56400,-32800,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Springfield,6874 Maple Ridge,1,3,YES,0,0,Unknown,67200,6720,6720,53760,Volkswagen,Passat,1995,N,6.416666666666667,6200.168333333333,-60999.831666666665,5784,4,7,2,6,13,28,6,1
355,256,43,883980,OH,100/300,500,1203.17,0,455810,FEMALE,MD,prof-specialty,golf,unmarried,56700,-65600,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,Hillsdale,8834 Elm Drive,11,1,NO,0,0,Unknown,63250,11500,5750,46000,Nissan,Ultima,1997,N,21.333333333333332,25667.626666666667,-37582.37333333334,55,12,13,2,6,9,35,2,2
356,229,37,340614,IL,250/500,2000,1212.12,0,446544,FEMALE,MD,craft-repair,paintball,not-in-family,65600,0,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Columbus,8542 Lincoln Ridge,14,3,YES,1,1,YES,68760,11460,5730,51570,Ford,Fusion,1995,N,19.083333333333332,23131.289999999997,-45628.71000000001,6451,6,1,1,29,5,16,1,0
357,110,28,435784,OH,250/500,1000,1573.93,0,461919,MALE,College,other-service,movies,other-relative,30400,0,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NY,Springfield,9397 Francis St,20,3,YES,0,2,Unknown,65040,10840,10840,43360,Suburu,Impreza,2010,N,9.166666666666666,14427.691666666666,-50612.308333333334,543,7,13,1,7,11,19,6,1
358,177,33,563837,IL,100/300,1000,1609.67,0,470128,MALE,College,adm-clerical,yachting,wife,0,-13200,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,SC,Springfield,4907 Andromedia Drive,22,1,Unknown,1,3,Unknown,82800,20700,13800,48300,Jeep,Grand Cherokee,2004,Y,14.75,23742.632500000003,-59057.36749999999,4404,12,30,1,20,7,17,6,0
359,292,44,200827,OH,500/1000,500,1097.57,0,462836,MALE,PhD,priv-house-serv,basketball,unmarried,0,0,Single Vehicle Collision,Side Collision,Total Loss,Other,SC,Columbus,4429 Washington St,12,1,NO,1,0,YES,61700,6170,6170,49360,Saab,93,2005,N,24.333333333333332,26707.536666666663,-34992.46333333333,6574,2,28,2,28,10,2,1,2
360,451,61,533941,IN,250/500,2000,1618.65,2000000,475407,FEMALE,Associate,transport-moving,polo,unmarried,0,-42600,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,OH,Columbus,2651 MLK Lane,3,3,YES,2,1,YES,78100,15620,7810,54670,Chevrolet,Tahoe,1997,Y,37.583333333333336,60834.262500000004,-17265.737499999996,6075,6,18,2,4,3,34,1,0
361,61,24,265026,IN,100/300,500,922.67,0,473611,FEMALE,College,priv-house-serv,paintball,other-relative,47400,0,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,SC,Northbend,2942 1st Lane,15,3,YES,2,1,Unknown,65520,9360,9360,46800,Toyota,Highlander,2011,Y,5.083333333333333,4690.239166666667,-60829.760833333334,6913,2,8,1,12,12,18,3,0
