,months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,days_since_policy_binding,fraud_satus,Contract Years,total_premiums_paid,net_value_of_customer,policy_bind_date_month,policy_bind_date_day,incident_date_month,incident_date_day,auto_make_encoded,auto_model_encoded,incident_city_encoded,incident_severity_encoded
352,65,26,360770,1,0,500,1285.03,3000000,457942,0,2,2,4,4,0,-41500,2,1,1,1,5,5,884,0,1,0,1,3,1,52200,5220,10440,36540,6,8,2011,0,3422,1,5.416666666666667,6960.579166666666,-45239.42083333334,9,21,2,3,6,8,5,1
353,475,57,958785,2,0,500,1216.56,0,436522,1,5,0,16,3,67400,-83200,2,0,1,3,4,2,15,20,1,1,0,2,0,78000,6500,13000,58500,11,15,2000,0,7287,1,39.583333333333336,48155.5,-29844.5,2,18,1,31,11,15,2,1
354,77,27,797934,1,2,2000,966.26,0,471704,0,2,0,0,3,56400,-32800,0,0,1,0,1,6,661,1,3,2,0,0,1,67200,6720,6720,53760,13,28,1995,0,5784,1,6.416666666666667,6200.168333333333,-60999.831666666665,4,7,2,6,13,28,6,1
355,256,43,883980,2,0,500,1203.17,0,455810,0,4,9,9,4,56700,-65600,2,1,2,1,6,2,870,11,1,0,0,0,1,63250,11500,5750,46000,9,35,1997,0,55,1,21.333333333333332,25667.626666666667,-37582.37333333334,12,13,2,6,9,35,2,2
356,229,37,340614,0,1,2000,1212.12,0,446544,0,4,2,13,1,65600,0,0,2,0,2,6,1,839,14,3,2,1,1,2,68760,11460,5730,51570,5,16,1995,0,6451,1,19.083333333333332,23131.289999999997,-45628.71000000001,6,1,1,29,5,16,1,0
357,110,28,435784,2,1,1000,1573.93,0,461919,1,1,7,12,2,30400,0,0,2,1,3,1,6,941,20,3,2,0,2,1,65040,10840,10840,43360,11,19,2010,0,543,1,9.166666666666666,14427.691666666666,-50612.308333333334,7,13,1,7,11,19,6,1
358,177,33,563837,0,0,1000,1609.67,0,470128,1,1,0,19,5,0,-13200,2,2,0,0,4,6,434,22,1,1,1,3,1,82800,20700,13800,48300,7,17,2004,1,4404,0,14.75,23742.632500000003,-59057.36749999999,12,30,1,20,7,17,6,0
359,292,44,200827,2,2,500,1097.57,0,462836,1,6,8,1,4,0,0,2,2,2,2,4,1,377,12,1,0,1,0,2,61700,6170,6170,49360,10,2,2005,0,6574,1,24.333333333333332,26707.536666666663,-34992.46333333333,2,28,2,28,10,2,1,2
360,451,61,533941,1,1,2000,1618.65,2000000,475407,0,0,13,14,4,0,-42600,0,1,0,0,2,1,175,3,3,2,2,1,2,78100,15620,7810,54670,3,34,1997,1,6075,0,37.583333333333336,60834.262500000004,-17265.737499999996,6,18,2,4,3,34,1,0
361,61,24,265026,1,0,500,922.67,0,473611,0,1,8,13,2,47400,0,0,1,0,0,4,3,211,15,3,2,2,1,1,65520,9360,9360,46800,12,18,2011,1,6913,0,5.083333333333333,4690.239166666667,-60829.760833333334,2,8,1,12,12,18,3,0
362,150,30,354481,1,0,1000,1342.02,0,608425,1,4,9,14,3,0,0,1,3,3,4,5,0,587,8,1,2,0,2,0,4500,450,450,3600,10,2,1999,0,3755,1,12.5,16775.25,12275.25,11,17,2,28,10,2,0,3
363,283,41,566720,2,0,500,1195.01,0,476227,0,0,11,15,3,60700,-54300,0,2,0,2,6,3,60,13,3,0,0,2,1,42700,0,6100,36600,8,24,2011,1,805,0,23.583333333333332,28182.319166666664,-14517.680833333336,10,25,1,8,8,24,3,0
364,291,46,832746,2,2,1000,994.74,0,452701,0,2,0,14,3,0,-55300,1,3,1,3,4,2,102,8,1,0,2,2,2,5580,620,620,4340,13,28,2005,1,3209,0,24.25,24122.445,18542.445,4,13,1,25,13,28,2,1
365,162,31,386690,1,0,1000,1050.24,0,456789,0,5,0,5,5,30700,0,1,3,1,4,0,0,496,7,1,1,0,0,0,3600,360,720,2520,2,37,2013,1,3292,0,13.5,14178.24,10578.24,2,21,2,26,2,37,0,1
366,154,36,979285,0,1,2000,1313.51,7000000,600904,0,5,3,7,3,68500,0,3,3,3,4,4,4,873,9,1,1,2,0,1,2800,280,280,2240,13,28,2015,0,4066,1,12.833333333333334,16856.711666666666,14056.711666666666,12,17,2,3,13,28,4,3
367,289,47,594722,2,2,2000,1102.29,0,450889,0,0,0,10,3,73000,-37900,2,0,1,0,5,3,188,15,1,0,1,0,2,54000,6000,6000,42000,12,18,1996,0,5663,1,24.083333333333332,26546.8175,-27453.1825,7,31,1,31,12,18,3,1
368,10,19,216738,1,1,1000,1185.78,0,478837,0,3,2,19,5,0,-60700,2,2,1,3,0,3,995,5,1,1,0,2,1,48950,4450,8900,35600,0,33,2011,1,180,0,0.8333333333333334,988.15,-47961.85,8,5,2,1,0,33,3,1
369,309,47,369048,0,2,500,1527.95,0,611322,1,6,3,10,2,69400,0,0,1,0,2,6,3,351,15,4,2,0,1,1,77800,15560,15560,46680,4,30,2002,0,1357,1,25.75,39344.7125,-38455.2875,6,5,2,21,4,30,3,0
370,396,57,514424,1,0,1000,1366.39,0,438180,1,2,10,8,2,0,-22400,0,0,0,2,0,1,686,22,3,2,2,1,0,52560,11680,5840,35040,10,2,1995,0,8146,1,33.0,45090.87,-7469.129999999997,10,11,1,30,10,2,1,0
371,273,41,954191,2,2,1000,1403.9,0,449793,0,6,4,7,3,0,0,0,2,2,3,5,5,903,16,2,1,1,2,2,44110,4010,8020,32080,6,6,2015,0,1809,1,22.75,31938.725000000002,-12171.274999999998,2,17,1,31,6,6,5,2
372,129,30,150181,0,2,2000,927.23,0,450730,0,6,11,18,0,51500,0,2,0,2,2,4,2,926,7,1,0,1,3,1,74360,13520,6760,54080,11,15,2009,0,2809,1,10.75,9967.7225,-64392.2775,5,6,1,13,11,15,2,2
373,140,31,388671,2,1,2000,1554.86,6000000,608758,0,3,1,0,5,59000,0,1,3,1,4,6,0,399,2,1,2,1,2,1,6120,680,680,4760,6,10,2002,1,6500,0,11.666666666666666,18140.033333333333,12020.033333333333,5,1,2,16,6,10,0,1
374,419,53,457244,0,2,2000,736.07,6000000,445339,1,1,13,5,4,45700,0,0,2,1,3,4,3,649,17,4,1,0,0,2,62280,5190,10380,46710,11,15,2012,0,6216,1,34.916666666666664,25701.110833333336,-36578.88916666666,1,28,2,4,11,15,3,1
375,315,44,206667,0,1,1000,974.16,6000000,438328,0,5,11,15,2,0,-56800,0,0,2,2,1,6,739,12,3,1,1,0,2,26730,4860,4860,17010,13,20,2006,0,7948,1,26.25,25571.699999999997,-1158.300000000003,5,5,2,7,13,20,6,2
376,72,29,745200,2,2,500,973.8,0,479913,0,0,2,8,3,0,-85900,2,1,0,0,6,0,910,9,1,1,1,0,0,66200,6620,6620,52960,4,27,2013,0,7468,1,6.0,5842.799999999999,-60357.2,8,6,1,16,4,27,0,0
377,32,26,412703,2,0,2000,1260.32,6000000,460760,1,3,7,14,1,0,-79800,2,2,2,1,5,4,144,16,1,1,1,2,1,45500,9100,4550,31850,12,11,2009,0,106,1,2.6666666666666665,3360.853333333333,-42139.14666666667,11,14,2,28,12,11,4,2
378,230,41,736771,1,0,1000,1464.03,0,444797,1,3,13,17,3,0,0,0,2,1,0,1,6,100,19,3,1,2,0,1,53040,4420,4420,44200,1,4,2006,0,8457,1,19.166666666666668,28060.575,-24979.425,12,14,2,8,1,4,6,1
379,157,32,347984,2,0,2000,617.11,0,436711,1,1,7,15,2,0,-54100,0,0,0,2,5,1,634,14,3,1,1,2,0,50800,10160,5080,35560,8,12,2013,1,1899,0,13.083333333333334,8073.855833333334,-42726.144166666665,10,21,1,2,8,12,1,0
380,265,41,626074,1,1,2000,1724.46,6000000,432491,0,0,2,17,3,81800,0,0,2,2,3,4,3,110,18,3,1,1,3,1,44200,4420,4420,35360,1,5,2014,0,6315,1,22.083333333333332,38081.825000000004,-6118.174999999996,9,29,1,13,1,5,3,2
381,47,34,218109,0,2,500,1161.31,0,617527,0,6,3,0,2,64800,-24300,2,0,1,3,4,6,80,23,1,2,1,3,1,62920,11440,5720,45760,3,25,2012,0,4025,1,3.9166666666666665,4548.464166666667,-58371.535833333335,12,31,1,7,3,25,6,1
382,113,29,999435,2,1,2000,1091.73,0,601213,1,6,3,9,1,36100,-42300,0,1,1,2,1,6,606,15,3,1,0,2,2,49950,5550,5550,38850,9,35,2004,1,2561,0,9.416666666666666,10280.4575,-39669.542499999996,1,1,1,5,9,35,6,1
383,289,46,858060,0,1,2000,1209.07,0,604138,1,3,1,5,4,0,0,2,1,1,0,0,0,514,18,1,2,0,1,2,56430,6270,6270,43890,2,0,1995,1,3925,0,24.083333333333332,29118.435833333333,-27311.564166666667,5,31,2,28,2,0,0,1
384,254,41,500384,0,1,2000,1241.04,0,431361,0,5,10,2,3,0,0,2,0,1,3,1,5,17,16,1,0,2,2,2,100210,18220,18220,63770,1,5,2014,0,382,1,21.166666666666668,26268.68,-73941.32,12,18,1,4,1,5,5,1
385,115,30,903785,2,2,500,1757.21,0,477695,1,2,9,0,5,46400,0,0,0,1,1,1,3,66,12,3,0,1,0,2,49140,5460,5460,38220,5,14,2007,0,5275,1,9.583333333333334,16839.92916666667,-32300.07083333333,8,24,2,2,5,14,3,1
386,236,38,873859,2,1,1000,802.24,0,612597,0,1,7,13,1,0,-62500,2,2,0,0,6,4,878,16,1,0,0,1,1,66840,16710,5570,44560,8,12,2014,0,8167,1,19.666666666666668,15777.386666666667,-51062.613333333335,10,14,2,23,8,12,4,0
387,7,21,204294,1,2,1000,1342.72,0,445638,1,0,6,4,5,0,-45300,2,0,2,2,1,2,176,21,1,1,1,2,1,62460,6940,6940,48580,6,6,2003,0,8487,1,0.5833333333333334,783.2533333333333,-61676.746666666666,11,16,2,10,6,6,2,2
388,208,36,467106,2,0,2000,1209.41,5000000,476185,1,3,6,0,5,0,0,0,2,2,2,1,1,640,15,3,2,0,1,1,62810,11420,11420,39970,9,35,1999,0,7071,1,17.333333333333332,20963.10666666667,-41846.893333333326,10,8,2,16,9,35,1,2
389,126,33,357713,2,2,1000,1141.71,2000000,435995,0,3,8,17,3,36700,-73400,2,0,0,0,6,4,766,21,1,2,1,2,1,54160,6770,6770,40620,11,21,2009,0,2625,1,10.5,11987.955,-42172.045,10,28,1,4,11,21,4,0
390,48,35,890026,0,0,500,1090.03,0,430232,0,3,3,9,4,0,-51000,2,1,0,0,6,0,929,1,1,2,0,2,0,48400,9680,4840,33880,10,1,2005,0,2450,1,4.0,4360.12,-44039.88,5,16,1,30,10,1,0,0
391,297,48,751612,1,1,1000,1464.73,3000000,443861,1,6,3,9,2,54900,-36700,0,2,2,1,1,0,860,17,3,1,0,0,0,51480,5720,5720,40040,12,18,2013,0,2043,1,24.75,36252.0675,-15227.932500000003,6,22,1,25,12,18,0,2
392,160,36,876680,2,0,1000,1118.58,0,460801,0,2,9,2,0,0,-36600,0,1,2,1,1,1,701,5,3,0,2,1,0,51700,5170,10340,36190,10,3,2003,0,987,1,13.333333333333334,14914.399999999998,-36785.600000000006,5,10,1,22,10,3,1,2
393,406,58,756981,2,1,2000,1117.04,0,605121,1,4,3,18,3,0,-42700,0,0,2,2,6,3,736,15,3,1,1,2,1,65520,10920,5460,49140,13,20,2009,0,4109,1,33.833333333333336,37793.18666666666,-27726.81333333334,10,2,1,1,13,20,3,2
394,157,31,121439,1,2,500,1257.83,7000000,458622,1,2,4,15,3,40700,-41600,0,1,0,2,2,0,650,2,4,0,2,2,0,47700,4770,9540,33390,0,33,2011,1,8962,0,13.083333333333334,16456.609166666665,-31243.390833333335,8,2,2,14,0,33,0,0
395,146,31,411289,2,1,2000,1082.72,0,478661,0,6,6,18,1,61400,-57500,3,3,1,4,4,3,356,3,1,2,2,0,0,5220,580,580,4060,0,23,2015,0,6330,1,12.166666666666666,13173.093333333334,7953.093333333334,9,16,1,15,0,23,3,1
396,409,57,538466,1,0,1000,1191.8,6000000,435299,1,2,10,8,4,55600,0,2,2,0,2,1,5,665,19,1,0,1,0,1,73320,6110,12220,54990,5,16,2012,0,7101,1,34.083333333333336,40620.51666666666,-32699.483333333337,7,29,1,6,5,16,5,0
397,252,46,932097,1,0,1000,1242.02,0,601961,1,5,0,7,5,0,-28800,2,0,1,1,5,2,596,17,1,2,0,2,2,74900,14980,7490,52430,7,17,2003,0,3442,1,21.0,26082.42,-48817.58,9,6,2,8,7,17,2,1
398,6,27,463727,2,1,500,1075.71,0,604328,0,2,9,7,4,0,-47400,3,3,3,3,6,1,744,7,1,1,0,1,2,3190,580,290,2320,10,3,2015,0,8231,1,0.5,537.855,-2652.145,8,5,2,17,10,3,1,3
399,103,33,552618,1,0,1000,969.88,6000000,614385,1,4,1,8,3,0,0,2,1,1,0,1,1,599,21,1,0,1,0,2,76920,12820,6410,57690,3,25,2002,0,8034,1,8.583333333333334,8324.803333333333,-68595.19666666667,1,22,1,21,3,25,1,1
400,369,53,936638,2,1,2000,1459.93,0,438584,0,5,8,18,1,0,0,0,0,2,3,6,6,7,10,2,2,1,3,0,77990,7090,14180,56720,7,36,2012,0,7205,1,30.75,44892.8475,-33097.1525,5,20,2,9,7,36,6,2
401,261,46,348814,0,2,1000,1245.61,0,478703,1,4,13,0,3,0,0,2,0,2,1,1,1,464,11,1,2,1,0,1,59670,9180,9180,41310,5,13,2008,0,8176,1,21.75,27092.017499999998,-32577.982500000002,9,24,2,12,5,13,1,2
402,159,33,944102,1,0,2000,1462.76,0,615683,0,1,2,16,0,69200,-36900,0,1,0,0,1,1,295,23,3,2,2,0,0,44880,8160,4080,32640,8,7,2004,1,2776,0,13.25,19381.57,-25498.43,7,20,2,24,8,7,1,0
403,344,51,689901,1,0,2000,1398.46,0,455672,1,0,11,16,2,0,0,2,2,1,0,0,3,99,14,1,1,0,2,0,82830,7530,15060,60240,1,5,2004,0,8315,1,28.666666666666668,40089.18666666667,-42740.81333333333,4,28,2,2,1,5,3,1
404,437,60,901083,2,2,1000,1269.64,0,602942,0,1,1,6,4,48800,0,2,0,1,2,4,5,888,10,1,0,1,3,0,84480,7680,15360,61440,3,32,2012,1,6235,0,36.416666666666664,46236.05666666667,-38243.94333333333,1,19,2,14,3,32,5,1
405,65,30,396224,1,0,500,1455.65,4000000,616706,0,1,13,16,5,0,-66300,0,2,2,1,6,2,234,6,3,1,2,3,0,79800,15960,7980,55860,6,10,1999,0,1986,1,5.416666666666667,7884.770833333334,-71915.22916666667,9,8,2,15,6,10,2,2
406,280,41,682178,2,2,2000,1140.31,0,473243,1,4,0,8,0,29300,-64700,0,1,1,3,6,0,559,10,3,1,0,3,2,53020,9640,9640,33740,12,11,1999,0,7377,1,23.333333333333332,26607.23333333333,-26412.76666666667,12,18,2,28,12,11,0,1
407,269,45,596298,1,2,500,1330.46,0,435552,0,2,6,17,5,54800,-64100,0,2,2,3,5,2,134,5,3,1,0,0,0,24200,2200,4400,17600,11,15,2008,0,6722,1,22.416666666666668,29824.478333333333,5624.478333333333,8,23,1,18,11,15,2,2
408,275,40,253005,2,1,2000,1190.6,0,434206,1,5,3,4,4,0,-45300,2,1,1,1,2,5,443,17,1,1,1,3,2,43230,7860,7860,27510,3,32,2001,0,8448,1,22.916666666666668,27284.58333333333,-15945.416666666672,11,20,1,6,3,32,5,1
409,265,45,985924,2,1,500,972.5,0,469895,0,1,3,6,4,0,0,3,3,3,4,0,6,670,3,1,0,2,3,0,3190,290,580,2320,5,13,1995,0,5927,1,22.083333333333332,21476.041666666668,18286.041666666668,10,28,1,19,5,13,6,3
410,283,43,631565,1,0,2000,1161.91,0,457722,0,0,0,14,1,0,-50400,1,3,1,4,6,4,51,9,1,1,0,3,0,5850,1300,650,3900,2,22,2006,0,6396,1,23.583333333333332,27401.710833333334,21551.710833333334,7,14,1,17,2,22,4,1
411,84,29,630998,2,1,1000,1117.17,0,473645,0,2,6,18,1,0,-29900,1,3,3,3,4,0,294,6,1,2,2,0,2,6820,620,1240,4960,2,0,2005,0,4327,1,7.0,7820.1900000000005,1000.1900000000005,4,9,2,12,2,0,0,3
412,247,44,926665,2,1,2000,1101.51,0,619108,0,1,4,4,1,64000,0,0,0,1,1,1,5,991,22,3,0,2,2,0,69480,11580,11580,46320,3,34,2008,0,8408,1,20.583333333333332,22672.7475,-46807.2525,2,4,2,11,3,34,5,1
413,56,29,302669,0,0,1000,1523.17,0,610479,1,5,9,12,3,0,0,0,0,0,1,3,3,160,10,3,1,1,2,2,94560,7880,15760,70920,7,17,1995,0,3159,1,4.666666666666667,7108.126666666667,-87451.87333333334,6,29,2,21,7,17,3,0
414,210,39,620020,2,2,1000,984.45,0,474998,1,0,1,13,4,0,0,3,3,1,4,0,5,401,4,1,2,1,2,1,7800,780,780,6240,4,30,1997,0,6404,1,17.5,17227.875,9427.875,6,21,1,2,4,30,5,1
415,108,32,439828,2,2,2000,1257.0,4000000,616341,0,2,6,1,4,63900,-43700,2,0,2,2,6,4,104,23,1,0,1,3,0,61270,5570,11140,44560,11,21,1999,0,3048,1,9.0,11313.0,-49957.0,9,7,1,11,11,21,4,2
416,328,49,971295,2,2,500,1434.51,0,460535,0,5,13,3,5,0,0,2,1,2,3,1,5,453,19,1,1,0,2,2,71440,8930,8930,53580,8,24,2005,0,4893,1,27.333333333333332,39209.94,-32230.059999999998,10,1,2,23,8,24,5,2
417,186,37,165565,2,1,2000,1628.0,0,606487,0,3,8,8,4,0,0,2,1,2,0,1,2,992,22,1,2,1,2,2,55600,11120,5560,38920,7,17,2009,0,2168,1,15.5,25234.0,-30366.0,2,20,1,28,7,17,2,2
418,277,44,936543,1,2,500,1412.31,0,620737,1,2,8,2,4,0,0,3,3,3,3,0,5,507,6,1,0,1,3,0,5000,1000,500,3500,7,36,2005,0,4968,1,23.083333333333332,32600.8225,27600.8225,6,26,2,1,7,36,5,3
419,138,33,296960,0,1,500,1362.87,5000000,445904,0,3,3,13,3,56900,-56900,2,2,1,2,1,6,663,6,1,0,2,0,1,95810,14740,14740,66330,2,37,2007,0,6611,1,11.5,15673.005,-80136.995,1,18,2,24,2,37,6,1
420,208,41,501692,1,0,1000,1134.68,0,464145,0,1,12,5,0,0,0,2,1,0,0,4,3,329,18,1,0,2,2,1,69300,6930,13860,48510,13,20,1996,0,210,1,17.333333333333332,19667.786666666667,-49632.21333333333,6,24,1,20,13,20,3,0
421,147,37,525224,1,1,1000,1306.78,0,466818,1,4,9,18,2,0,0,2,0,2,0,4,3,644,22,1,1,1,0,0,81120,13520,20280,47320,12,9,1995,0,8139,1,12.25,16008.054999999998,-65111.945,10,2,1,14,12,9,3,2
422,8,21,355085,1,2,500,1021.9,0,464237,1,2,5,10,0,0,0,2,0,0,2,6,1,568,21,1,1,0,0,1,91260,14040,14040,63180,12,11,2012,0,849,1,0.6666666666666666,681.2666666666667,-90578.73333333334,10,9,2,5,12,11,1,0
423,297,48,830729,1,0,1000,1538.6,0,618455,0,4,7,11,5,0,-54700,2,2,1,1,4,3,178,12,1,1,0,0,1,60600,6060,12120,42420,5,16,2004,0,8005,1,24.75,38080.35,-22519.65,2,10,1,11,5,16,3,1
424,150,31,651948,1,2,1000,1354.5,0,456602,1,5,6,0,0,52800,0,0,0,0,0,1,0,656,6,3,1,0,3,2,64800,6480,12960,45360,11,15,2000,1,7401,0,12.5,16931.25,-47868.75,9,28,1,2,11,15,0,0
425,4,34,424358,2,2,500,1282.93,0,616126,0,1,3,1,2,0,0,0,2,0,3,6,4,623,0,4,1,0,0,1,66880,6080,12160,48640,3,32,1996,1,4282,0,0.3333333333333333,427.6433333333334,-66452.35666666667,5,24,2,12,3,32,4,0
426,210,35,131478,0,2,1000,1346.27,0,468508,1,5,4,6,1,44900,-91400,2,0,2,0,6,0,610,11,1,0,0,2,1,58200,5820,5820,46560,2,37,2013,0,8410,1,17.5,23559.725,-34640.275,12,25,1,3,2,37,0,2
427,91,31,268833,1,0,1000,1338.4,4000000,431937,0,2,8,14,3,63600,0,2,2,1,3,0,2,704,19,1,1,1,0,0,60570,6730,6730,47110,9,26,2011,0,5639,1,7.583333333333333,10149.533333333335,-50420.46666666667,9,18,2,25,9,26,2,1
428,167,36,287489,0,0,1000,949.44,0,448603,0,5,3,4,2,0,-38400,0,1,0,0,0,6,185,22,3,1,0,0,0,69680,8710,8710,52260,8,24,2008,1,7655,0,13.916666666666666,13213.04,-56466.96,2,3,1,19,8,24,6,0
429,467,58,808153,1,2,2000,977.4,0,444500,1,5,13,3,3,82200,0,2,0,2,1,1,1,937,2,1,2,2,3,0,55700,5570,11140,38990,9,26,2014,0,4368,1,38.916666666666664,38037.15,-17662.85,1,18,1,3,9,26,1,2
430,264,47,687639,1,1,2000,1181.46,10000000,601117,0,3,13,17,2,0,-67400,0,0,2,0,2,0,74,16,4,2,1,2,2,62370,5670,5670,51030,4,27,2001,0,3629,1,22.0,25992.12,-36377.880000000005,3,7,2,12,4,27,0,2
431,270,45,497347,2,2,500,1187.53,0,615383,0,6,8,19,1,83200,-53300,0,2,2,2,5,1,968,23,3,1,0,0,2,54340,9880,0,44460,10,1,2005,0,4203,1,22.5,26719.425,-27620.575,8,23,2,24,10,1,1,2
432,310,48,439660,2,0,1000,845.16,0,434342,0,5,8,0,2,0,0,2,0,0,3,0,3,678,21,1,2,1,0,0,55170,6130,6130,42910,1,5,2005,1,4612,0,25.833333333333332,21833.3,-33336.7,7,11,2,25,1,5,3,0
433,143,34,847123,0,0,500,1442.27,0,435100,1,1,8,8,5,67900,0,2,0,1,2,1,1,970,10,1,1,2,3,2,58500,11700,5850,40950,4,30,1999,0,335,1,11.916666666666666,17187.050833333335,-41312.949166666665,3,19,2,17,4,30,1,1
434,146,32,172307,2,0,2000,1276.43,0,431278,1,0,8,16,3,0,0,2,1,0,1,0,5,386,12,1,1,0,3,1,59940,6660,6660,46620,6,8,1995,0,7735,1,12.166666666666666,15529.898333333334,-44410.10166666667,12,6,2,9,6,8,5,0
435,102,28,810189,2,1,500,1075.41,0,445648,1,4,6,15,5,55200,0,2,2,2,3,3,3,793,6,1,0,1,0,0,73400,7340,7340,58720,4,27,1996,0,5649,1,8.5,9140.985,-64259.015,8,29,2,15,4,27,3,2
436,61,23,432068,0,0,500,1111.72,0,448857,1,3,3,3,2,54600,0,2,2,0,1,3,5,187,6,1,1,1,2,1,41850,4650,4650,32550,11,21,1997,0,2910,1,5.083333333333333,5651.243333333333,-36198.75666666667,3,9,2,25,11,21,5,0
437,255,44,903203,2,2,2000,814.96,6000000,435267,0,6,8,5,1,68500,0,1,3,3,3,0,2,189,7,1,1,2,2,0,6400,640,1280,4480,8,24,2005,1,4051,0,21.25,17317.9,10917.900000000001,1,3,2,5,8,24,2,3
438,211,40,253085,0,2,1000,1575.86,0,461275,0,6,7,17,3,0,0,3,3,3,3,6,4,987,3,1,0,1,1,0,3190,580,290,2320,1,5,2004,0,8663,1,17.583333333333332,27708.871666666666,24518.871666666666,4,25,1,12,1,5,4,3
439,61,29,180720,1,1,1000,1115.27,0,613816,1,3,5,14,4,0,-66000,1,3,3,4,5,2,405,10,1,2,2,1,2,5900,590,590,4720,9,29,2010,0,7233,1,5.083333333333333,5669.2891666666665,-230.71083333333354,3,14,1,1,9,29,2,3
440,108,31,492224,1,2,2000,1175.7,0,608767,1,5,10,19,1,0,0,2,1,2,1,1,1,505,14,1,0,0,2,0,57330,6370,6370,44590,4,27,2006,0,3359,1,9.0,10581.300000000001,-46748.7,12,9,2,19,4,27,1,2
441,303,50,411477,2,0,500,793.15,0,620869,1,4,12,2,3,54600,-45500,0,0,2,2,6,2,328,17,3,0,0,3,0,81960,13660,13660,54640,4,27,2008,0,4768,1,25.25,20027.0375,-61932.9625,12,25,1,14,4,27,2,2
442,152,33,107181,1,1,500,942.51,0,478981,0,6,13,8,5,0,0,2,2,0,1,4,2,326,16,1,2,0,0,1,70400,6400,19200,44800,11,21,2001,1,5556,0,12.666666666666666,11938.460000000001,-58461.54,11,14,1,30,11,21,2,0
443,120,34,312940,1,2,1000,1056.71,0,464630,0,3,10,13,1,77900,0,1,3,1,4,5,1,311,3,1,0,2,1,1,3770,580,580,2610,7,17,2002,0,4833,1,10.0,10567.1,6797.1,10,27,1,20,7,17,1,1
444,144,36,855186,1,2,2000,1255.68,6000000,466303,0,0,11,15,2,23600,-15600,1,3,1,4,0,0,344,7,1,0,0,0,1,7400,740,1480,5180,4,27,2014,0,7780,1,12.0,15068.16,7668.16,10,31,2,18,4,27,0,1
445,414,52,373935,1,2,500,1335.13,0,452647,0,2,4,5,4,44000,-71000,2,1,2,3,4,3,298,13,1,2,1,1,1,54810,6090,6090,42630,3,32,1999,1,4346,0,34.5,46061.985,-8748.015,2,13,1,7,3,32,3,2
446,163,37,812989,1,1,500,1178.95,6000000,441370,0,3,8,7,3,0,-67300,2,1,2,1,1,6,707,20,1,2,2,3,2,49400,4940,9880,34580,7,36,2005,0,3968,1,13.583333333333334,16014.070833333333,-33385.92916666667,3,6,1,16,7,36,6,2
447,352,53,993840,0,1,500,1793.16,0,619166,1,0,12,8,5,0,0,2,0,1,1,0,5,938,23,1,2,2,2,0,68750,12500,6250,50000,3,25,2009,0,552,1,29.333333333333332,52599.36,-16150.64,7,12,1,15,3,25,5,1
448,27,32,327856,2,0,500,1008.38,0,472803,0,6,0,19,2,37900,0,2,0,2,0,4,0,362,11,1,0,1,0,1,61500,12300,6150,43050,4,27,2013,0,158,1,2.25,2268.855,-59231.145,8,27,2,1,4,27,0,2
449,239,39,506333,0,0,500,1396.83,0,442308,0,5,7,15,0,0,0,0,1,0,0,6,3,560,0,4,1,0,3,0,76890,6990,13980,55920,2,38,2007,0,8964,1,19.916666666666668,27820.1975,-49069.802500000005,6,22,1,6,2,38,3,0
450,33,32,263159,2,0,500,1402.78,5000000,469383,0,6,7,0,0,70300,-50300,2,1,1,0,1,4,876,2,1,2,0,1,1,56070,6230,12460,37380,12,9,2012,0,2523,1,2.75,3857.645,-52212.355,3,7,2,2,12,9,4,1
451,88,30,372912,1,0,1000,1437.88,0,614383,0,1,13,15,0,42800,-51200,2,2,2,1,4,4,947,3,1,0,2,0,2,56000,14000,0,42000,3,25,2003,0,8239,1,7.333333333333333,10544.453333333333,-45455.54666666667,8,5,2,25,3,25,4,2
452,101,33,552788,0,2,1000,1313.64,0,438617,0,1,8,2,4,12100,0,1,3,3,4,1,2,724,3,1,2,1,0,0,4290,780,390,3120,1,4,1997,0,8561,1,8.416666666666666,11056.470000000001,6766.470000000001,9,3,2,10,1,4,2,3
453,20,37,722747,0,1,500,1482.14,0,613936,0,0,13,15,0,33000,-43600,0,1,2,2,1,0,118,15,3,1,2,1,0,60750,6750,6750,47250,11,15,2003,0,1269,1,1.6666666666666667,2470.2333333333336,-58279.76666666666,9,2,2,22,11,15,0,2
454,126,30,248467,0,1,2000,1171.75,0,472163,0,0,6,2,1,46500,-42700,2,2,1,2,1,3,263,23,1,1,2,3,0,48730,4430,4430,39870,3,25,2011,0,847,1,10.5,12303.375,-36426.625,10,6,1,31,3,25,3,1
455,264,43,955953,0,2,2000,1353.33,0,447458,1,0,0,18,1,0,-8500,0,0,1,3,6,6,989,9,3,2,2,0,0,95150,17300,17300,60550,5,13,2007,0,390,1,22.0,29773.26,-65376.740000000005,1,18,2,12,5,13,6,1
456,78,24,910622,1,0,500,1175.51,0,474792,1,5,2,19,0,0,0,3,3,1,3,1,1,279,20,1,1,0,1,2,7480,680,680,6120,4,27,2003,0,8325,1,6.5,7640.815,160.8149999999996,3,22,1,6,4,27,1,1
